"id","scan_time","pages","count_broken_link","mobile","count_images","count_alt_image","hl1","hl2","hl3","count_flash","count_script","count_frame","count_iframe","count_in_linked","count_out_linked","google","SNSuse","server"
"1723","9.37723708152771","58","0","0","878","351","51","43","64","0","776","0","7","62","1","316","0","Apache/2.2.22 (Unix) mod_ssl/2.2.22 OpenSSL/1.0.0-fips PHP/4.4.8 mod_fastcgi/2.4.6"
"1724","24.161462545394897","104","2","1","1542","600","174","85","111","0","1404","0","6","104","24","1240","1",""
"1726","2558.7689819335938","179","0","1","1421","55","107","355","855","0","1020","0","1","469","23","14300","1","Apache"
"1727","299.41128039360046","558","10","1","10956","10289","657","1786","728","0","3976","0","371","1097","437","18500","1",\N
"1730","648.4729156494141","245","0","1","2485","2306","218","169","75","0","1275","0","10","267","39","0","1","Web r"
"1733","426.8337173461914","497","22","0","7354","5119","372","145","1192","0","5317","0","30","915","9","0","1","nginx"
"1736","56.07682251930237","200","0","0","3990","2","0","0","0","1","571","0","0","506","48","448","0","Apache"
"1737","18.556353330612183","118","0","0","1643","0","81","95","71","0","460","0","4","121","6","191","0","nginx"
"1739","96.23870825767517","95","86","1","27","27","9","63","207","0","180","0","9","100","31","36600","1","PWS/8.3.1.0.8"
"1742","9.598994970321655","49","1","0","498","379","0","3","0","0","236","0","32","71","0","59","0","nginx"
"1743","4.1650002002716064","19","0","1","416","0","1","1","0","44","11","0","0","19","0","134","0","Microsoft-IIS/10.0"
"1746","31.46260380744934","35","1","1","153","67","32","5","254","0","302","0","3","50","2","119","0","Apache"
"1748","21.556668758392334","136","8","0","2394","1552","7","1","0","5","2345","0","122","210","0","892","0","nginx"
"1750","110.69992184638977","749","0","1","3632","3506","420","2618","1271","0","6923","0","5","913","56","3750","0",""
"1751","18.450822591781616","62","0","1","627","588","61","292","210","0","332","0","0","61","65","12000","1",""
"1752","184.6938362121582","691","1","1","11200","8603","372","656","886","0","9404","0","63","1491","46","3110","1","Microsoft-IIS/8.5"
"1753","16.771562814712524","112","1","0","3319","3278","56","56","118","0","410","0","1","127","79","8880","1",\N
"1754","54.36427402496338","353","4","0","11270","11110","183","168","378","0","1374","0","5","409","136","5070","1",\N
"1755","51.47252345085144","353","4","0","11270","11110","183","168","378","0","1374","0","5","409","136","5070","1",\N
"1756","50.8171329498291","353","4","0","11270","11110","183","168","378","0","1374","0","5","409","136","5070","1",\N
"1759","26.214608907699585","432","0","1","1853","568","112","388","234","0","1793","0","11","433","66","5830","1",\N
"1760","25.432169914245605","432","0","1","1853","568","112","388","234","0","1793","0","11","433","66","5830","1",\N
"1761","299.98127794265747","302","0","1","1490","1489","471","409","108","0","10574","0","6","301","87","662","0","Apache"
"1762","7.343914747238159","31","0","1","341","124","31","93","279","0","403","0","0","31","13","235","0","Apache"
"1766","22.60840916633606","75","0","1","1315","414","41","40","40","0","729","2","69","83","2","571","1","Apache"
"1767","28.200709342956543","60","2","0","1504","0","0","0","0","11","106","0","0","86","3","74","0","Apache/1.3.23 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.7 OpenSSL/0.9.6b DAV/1.0.3 PHP/4.1.2 mod_perl/1.26"
"1768","77.13782238960266","103","0","0","2951","10","0","0","2","82","231","3","26","131","1","74","0","nginx"
"1769","61.32299017906189","165","3","0","2378","161","262","3","3","0","927","0","134","200","1","114","0","Microsoft-IIS/5.0"
"1770","48.33963751792908","94","28","0","692","657","40","38","108","81","528","6","76","115","27","139","0",\N
"1771","40.13006067276001","85","6","0","1725","448","64","0","0","70","788","0","92","158","4","211","0","Apache"
"1772","11.735973358154297","30","1","0","344","25","0","0","0","27","214","2","0","30","1","191","0","Microsoft-IIS/5.0"
"1773","17.510679006576538","46","2","0","677","315","37","35","72","25","529","2","75","70","6","0","0","Apache"
"1774","70.30050826072693","185","0","1","1367","24","133","0","130","0","703","0","24","218","30","961","1","Microsoft-IIS/7.0"
"1775","21.954371452331543","23","0","0","1020","300","0","0","0","0","476","0","0","29","12","43","0","Apache"
"1777","19.036298036575317","34","1","0","582","462","28","0","30","6","194","2","6","34","1","312","0","Apache"
"1778","64.54260182380676","136","0","0","4674","4511","124","120","103","0","455","0","1","154","7","1030","0","Microsoft-IIS/10.0"
"1779","53.81274342536926","119","17","1","174","117","62","295","87","0","753","0","0","303","22","841","0","nginx"
"1780","47.27825927734375","119","17","1","174","117","62","295","87","0","753","0","0","303","22","841","0","nginx"
"1781","39919.31164288521","2435","330","1","14882","2702","456","800","163","0","14998","0","884","4101","176","105000","1","AkamaiGHost"
"1782","55.9094443321228","35","0","1","219","164","22","14","58","0","210","0","0","98","2","424","0","Apache"
"1783","2.925771951675415","12","0","1","154","0","0","0","0","0","69","0","0","12","0","7","0","nginx"
"1784","4.003977537155151","8","0","1","57","51","23","2","74","0","57","0","3","8","0","55","0","Microsoft-IIS/10.0"
"1785","5.4189863204956055","5","0","1","468","454","10","2","96","0","10","0","0","5","0","8","0","Microsoft-IIS/10.0"
"1786","60.59994292259216","155","0","1","675","14","223","294","91","0","1393","0","2","228","0","144","0","nginx"
"1787","3.274088144302368","16","2","1","65","2","13","13","28","0","107","0","0","16","0","50","0","Microsoft-IIS/10.0"
"1788","31.198627471923828","65","0","1","658","212","6","72","64","1","1103","0","4","82","211","1270","1","Apache/2.2.15 (CentOS)"
"1789","63.367517709732056","122","1","0","914","2","228","2","0","0","1248","0","8","122","77","40","0","nginx"
"1791","17.78041100502014","84","0","1","468","113","31","7","41","0","816","0","7","84","5","206","0","Apache"
"1792","2.722912073135376","14","0","1","100","77","26","20","4","0","82","0","0","14","2","0","0","nginx"
"1793","12.86303186416626","27","5","1","90","5","21","60","19","0","264","0","0","26","3","48","0","Microsoft-IIS/10.0"
"1794","18.25300431251526","47","0","1","266","18","43","48","158","0","722","0","7","75","0","107","0","nginx"
"1795","14.674890279769897","33","0","1","126","90","62","93","2","0","601","0","0","39","0","245","0","Apache/2.4.6 (CentOS) PHP/5.4.16"
"1797","125.794917345047","149","0","1","779","111","227","719","184","0","3817","0","1","287","15","731","1","nginx"
"1798","45.51244497299194","157","5","1","854","597","85","165","244","0","1414","0","4","160","3","169","0","nginx"
"1800","64.35328412055969","139","2","1","1291","262","243","148","4","0","759","0","11","141","9","1250","0","Apache/2.4.29 (Ubuntu)"
"1801","89.40307641029358","201","8","1","1127","391","159","165","199","0","2271","0","8","336","4","268","0","nginx"
"1803","444.3779287338257","160","0","1","1471","143","81","3","195","0","3725","0","32","246","6","158","0","nginx"
"1805","64.56304168701172","115","0","1","625","0","208","4","125","0","752","0","134","222","1","873","0","Microsoft-IIS/5.0"
"1806","2537.594155550003","647","110","1","2774","1406","306","770","185","0","5716","0","111","768","46","32100","1","nginx/1.16.1"
"1807","2640.180149078369","512","90","1","2376","1084","237","636","187","0","4921","0","101","608","37","34000","1","nginx/1.16.1"
"1808","7.431076288223267","16","0","1","84","52","15","2","0","0","154","0","0","16","12","0","0","nginx"
"1810","907.7047259807587","257","1","1","1624","698","154","0","34","0","685","0","2","509","4","2560","0","Apache"
"1811","98.98976683616638","257","1","1","1624","698","154","0","34","0","685","0","2","509","4","2670","0","Apache"
"1813","110.22495222091675","48","0","1","218","109","0","0","0","0","2234","0","25","48","2","44","0","nginx"
"1814","62.63947248458862","93","4","0","1206","1136","71","71","250","0","558","0","5","128","17","0","0","Apache"
"1816","22.220290899276733","36","1","0","1160","0","0","0","0","0","312","0","26","36","2","0","0","Apache"
"1817","44.47771692276001","42","3","1","100","60","20","54","8","0","541","0","43","42","76","155","0","nginx"
"1818","23.080593824386597","36","0","0","505","0","0","0","0","35","428","0","35","95","6","520","0","nginx"
"1819","46.41936922073364","59","0","1","300","0","0","78","0","0","930","0","0","86","0","127","0","Apache"
"1820","23.305586099624634","36","0","0","188","0","0","0","0","32","84","0","0","42","4","141","0","Apache/2.2.3 (CentOS)"
"1821","135.7982313632965","86","0","0","4198","0","0","0","0","259","618","2","50","113","201","72","0","Apache"
"1822","54.0963180065155","32","0","1","204","19","44","38","39","0","328","0","0","127","0","129","0","nginx"
"1825","33.480607986450195","39","1","0","199","15","50","105","275","0","482","0","0","106","0","250","0","Apache"
"1827","365.31885266304016","84","1","1","794","319","153","80","27","0","1405","0","5","83","31","459","0","Microsoft-IIS/8.5"
"1830","16.760819673538208","36","1","0","739","3","0","0","0","0","55","4","1","95","0","484","0","Microsoft-IIS/5.0"
"1831","61.21267533302307","63","1","1","1083","208","60","339","118","0","1096","0","177","63","30","159","0","Microsoft-IIS/5.0"
"1832","5.187947750091553","15","0","0","93","0","0","0","0","0","58","0","3","15","0","0","0","nginx"
"1834","168.40097284317017","126","0","0","2475","0","0","0","0","2","847","2","30","280","36","94","0","nginx"
"1835","9117.11317539215","123","0","0","480","447","23","89","69","0","224","0","0","122","13","0","0","Wow 3.8"
"1836","756.5310997962952","244","0","1","2044","1552","168","0","1365","0","3795","0","9","259","5","379","1","Apache"
"1841","510.29436802864075","135","1","1","1748","24","79","224","234","0","2057","0","3","341","16","1280","1","Apache"
"1842","184.016273021698","357","4","0","11395","11235","185","170","378","0","1391","0","5","412","136","4790","0",\N
"1843","37.92163944244385","116","0","0","266","52","0","0","0","2","158","3","13","116","0","41","0","Microsoft-IIS/5.0"
"1845","46.9277024269104","97","0","1","453","160","66","64","64","0","740","2","84","97","1","340","0","Apache"
"1846","35.82049107551575","43","0","0","749","14","5","0","0","169","406","0","33","236","91","7","0","nginx"
"1847","8.943614959716797","27","0","0","248","140","5","0","0","0","112","0","0","27","2","0","0","nginx"
"1848","134.34601664543152","42","0","1","303","267","44","117","84","0","425","0","19","192","120","4360","0",\N
"1854","2.8557441234588623","5","0","0","149","0","0","0","0","0","30","0","0","38","0","282","0","Microsoft-IIS/10.0"
"1856","22.94484853744507","39","0","0","1422","1404","38","36","40","0","364","0","0","52","0","141","0","nginx"
"1858","53.66569638252258","34","0","1","100","69","0","52","22","0","507","0","28","99","0","425","0","Microsoft-IIS/5.0"
"1859","124.11042904853821","71","0","0","836","0","0","0","0","355","84","0","0","71","17","161","0","Apache/2.2.15 (CentOS)"
"1860","85.15035605430603","106","4","0","3442","3","0","0","0","304","674","0","0","174","5","407","0","Apache/2.2.24 (Unix) DAV/2 PHP/4.4.8"
"1861","23.658480405807495","47","0","0","217","9","1","36","0","0","543","0","2","167","31","506","0","nginx"
"1862","92.2451183795929","31","0","1","167","76","38","36","10","0","319","0","29","71","0","202","0","Apache"
"1863","12.349406957626343","13","0","1","38","28","61","24","8","0","227","0","4","45","4","219","0","nginx"
"1874","125.03216910362244","132","0","0","2650","360","0","0","0","224","703","2","0","168","9","225","0","Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.2a"
"1875","25.56394600868225","106","0","1","141","0","4","29","45","0","293","0","3","112","39","296","0","Apache"
"1876","12.495324850082397","14","0","0","155","0","0","0","0","52","18","0","1","14","6","32","0","Apache"
"1878","10.111748933792114","51","22","1","76","18","20","40","26","0","151","4","10","72","3","185","0","nginx"
"1879","4.831887722015381","20","0","0","257","3","0","0","0","15","78","0","11","20","7","256","0","Microsoft-IIS/10.0"
"1880","18.09573459625244","68","21","0","437","15","0","0","0","83","423","2","1","90","1","45","0","Apache"
"1882","8.947349548339844","32","2","0","406","151","29","112","27","0","271","0","0","43","0","239","0","nginx"
"1883","9.663190126419067","37","1","0","976","693","30","29","29","0","451","2","37","39","1","0","0","Apache"
"1884","49.14084243774414","76","0","0","991","0","76","0","0","73","230","0","0","97","0","49","0","nginx"
"1888","21.27166485786438","16","0","1","76","0","0","0","0","0","257","0","0","24","0","82","0","Apache"
"1889","731.1720790863037","183","0","1","3515","173","136","115","4","0","2169","0","2","352","2","800","0","Apache/2.2.15 (CentOS)"
"1890","14.659926652908325","59","0","1","685","56","166","171","0","0","314","0","4","66","19","219","0","Apache"
"1891","12.083301067352295","45","0","0","667","4","0","0","5","42","55","2","0","57","0","0","0","Microsoft-IIS/5.0"
"1892","25.168205499649048","50","5","1","321","54","139","103","103","0","426","0","10","52","0","407","0","N/A"
"1893","9.473978281021118","23","0","1","151","55","45","10","1","0","366","0","2","31","1","567","0","Apache"
"1895","9.865440607070923","28","0","1","236","205","55","29","34","0","361","0","1","170","19","20","0","Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/5.4.16"
"1899","247.39213156700134","264","1","1","1353","1197","4","0","3","0","3611","0","8","2740","16","419000","0","Apache/2.4.27 (Unix) OpenSSL/1.0.1e-fips PHP/5.6.30"
"1900","106.38203191757202","92","1","1","1754","1231","94","8","6","0","2120","0","156","797","33","273000","0","Apache"
"1902","8.203697204589844","36","3","1","319","3","0","0","0","55","424","4","27","42","0","5","0","Microsoft-IIS/5.0"
"1903","196.46438097953796","328","7","0","15250","239","2","0","5","0","1566","0","25","935","60","0","0","Microsoft-IIS/10.0"
"1906","6.015554189682007","37","0","0","220","0","0","0","0","0","5","8","0","37","14","0","0","Apache/1.3.41 (Unix) mod_throttle/3.1.2 PHP/4.4.9"
"1908","16.4326388835907","65","6","1","343","93","43","124","91","0","305","0","2","73","15","252","0","Apache"
"1909","17.241801500320435","90","1","0","1312","361","0","0","0","6","358","0","45","252","4","177","0","Microsoft-IIS/5.0"
"1911","9.247246980667114","42","0","1","125","83","35","38","0","0","382","0","0","77","1","256","0","Microsoft-IIS/5.0"
"1912","59.710131883621216","18","0","1","149","71","0","65","8","0","794","0","0","18","24","127","0","nginx/1.11.10"
"1914","12.981130123138428","43","0","0","548","0","0","0","0","39","404","0","37","86","0","106","0","nginx"
"1915","14.722971200942993","32","0","1","190","164","45","6","60","0","242","0","1","39","0","236","0","nginx"
"1917","69.22132921218872","164","0","0","3628","3352","0","95","104","0","499","0","91","200","2","773","0","Apache"
"1919","7.781091690063477","13","0","0","101","87","13","8","21","0","118","0","0","28","0","572","0","Apache"
"1923","2957.731208562851","1806","10","1","19658","13137","2868","2658","4305","0","67409","0","8","1843","53","27500","0","AkamaiGHost"
